Arttırılabilir Azami Bellek,Bağlantılar,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı,Ekran Kartı Bellek Tipi,Ekran Kartı Gücü,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Garanti Süresi,Garanti Tipi,Hard Disk Kapasitesi,Kapasite,Klavye,Kullanım Amacı,Maksimum İşlemci Hızı (GHz),Menşei,Panel Tipi,Price,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Renk,SSD Kapasitesi,Temel İşlemci Hızı (GHz),Title,Çözünürlük,Çözünürlük Standartı,İşlemci Modeli,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi,Şarjlı Kullanım Süresi
N/A,USB - Bluetooth - HDMI,Belirtilmemiş,Yok,"15,6 inç",Nvidia GeForce RTX 4050,DDR5,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe,Oyun,4.5,N/A,IPS,44.499 TL,12 GB,DDR5,Koyu Gri,1 TB,3.1,LOQ 15ARP9 83JC00CRTR Ryzen 7 12GB DDR5 1TB SSD RTX4050 6GB 144Hz FHD FreeDos Gaming Laptop,1920 x 1080,Full HD (FHD),7435HS,7. Nesil,AMD Ryzen 7,8,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,N/A,8 GB,Harici,165 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe (RGB Aydınlatmalı),Oyun,N/A,N/A,IPS,,32 GB,DDR5,Siyah,1 TB,N/A,"Nitro 5 AN515 NH.QM0EY.009A6 i7-12650H 32GB 1TBSSD RTX4060 15.6"" FHD FreeDOS Dizüstü Bilgisayar",1920 x 1080,Full HD (FHD),12650H,12. Nesil,Intel Core i7,10,Linux,N/A
N/A,Ethernet,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,95W,6 GB,Harici,144 Hz,2 Yıl,Lenovo Türkiye Garantili,HDD Yok,N/A,Q Türkçe (Aydınlatmalı),Oyun,4.4,N/A,IPS,33.499 TL,16 GB,DDR5,Gri,512 GB,N/A,LOQ Intel i5-12450H 16GB 512GB SSD 15.6 FHD RTX3050 6GB FDOS 144Hz Gaming Laptop 82XV00WYTX5,1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Free Dos,N/A
N/A,Bluetooth - USB,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,N/A,4 GB ve altı,Harici,144 Hz,2 Yıl,HP Türkiye Garantili,HDD Yok,N/A,Q Türkçe (Aydınlatmalı),Oyun,N/A,N/A,IPS,,16 GB,DDR4,Blue,512 GB,N/A,Victus 15 FA0010NT i5 12450H 16GB 512GB SSD RTX3050/4GB 144HZ 15.6” FHD W11HOME 80D32EA,1920 x 1080,FHD+,12450H,12. Nesil,Intel Core i5,8,Windows,N/A
32 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,17 inç,Nvidia GeForce RTX 4060,GDDR6,140W,8 GB,Harici,240 Hz,2 Yıl,Monster Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,5.0,N/A,IPS,85.599 TL,32 GB,DDR5,Siyah,1 TB,2.1,"Semruk S7 V9.1.1 Intel Core i7 13700HX 32 GB RAM 1 TB SSD 8 GB RTX 4060 Windows 11 17"" QHD+ 240 Hz",2560 x 1600,QHD+,13700HX,13. Nesil,Intel Core i7,16,Windows,3 Saat ve Altı
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050 Ti,GDDR6,N/A,4 GB ve altı,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,N/A,N/A,IPS,,32 GB,DDR4,Beyaz,1 TB,N/A,"Victus 15-fb0004nt 71t71ea03 Ryzen7 5800h 32gb 1tbssd Rtx3050ti 15.6"" Fullhd Freedos Taşınabilir",1920 x 1080,Full HD (FHD),5800H,5. Nesil,AMD Ryzen 7,8,Free Dos,N/A
64 GB,Bluetooth,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,N/A,4 GB ve altı,Harici,144 Hz,2 Yıl,Casper Türkiye Garantili,HDD Yok,N/A,Q Türkçe,Oyun,4.7,N/A,IPS,35.999 TL,32 GB,DDR4,Siyah,2 TB,2.3,Excalibur G770.1270-DXJ0X-B i7-12700H 32GB RAM 2TB NVMe SSD Gen4 4GB RTX3050 DOS GAMING LAPTOP,1920 x 1080,Full HD (FHD),12700H,12. Nesil,Intel Core i7,10,Free Dos,N/A
N/A,HDMI - USB,2 kg ve altı,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,MSI Türkiye Garantili,HDD Yok,N/A,Q Türkçe (Aydınlatmalı),Oyun,N/A,N/A,TN,38.999 TL,8 GB,DDR4,siyah,512 GB,N/A,"Thın Gf63 12ve-082xtr Intel Core I5 12450h 8gb 512gb Ssd Rtx4050 Freedos 15.6"" Fhd 144hz",1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,16 inç,Nvidia GeForce RTX 4070,GDDR6,140W,8 GB,Dahili,240 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q İngilizce,Oyun,N/A,N/A,Yok,104.990 TL,32 GB,DDR5,Siyah,1 TB,N/A,Blade 16 Intel Core I9-13950hx 32gb 1tb Ssd Rtx4070 (140w) 8gb Windows 11 Home 16'' Uhd+,3840 x 2400,Ultra HD 4K (UHD),13950HX,13. Nesil,Intel Core i9,24,Windows,6 Saat ve Üstü
16 GB,USB,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,N/A,4 GB ve altı,Harici,120 Hz,2 Yıl,Lenovo Türkiye Garantili,1 TB,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.8,N/A,IPS,45.999 TL,16 GB,DDR4,Siyah,256 GB,3.3,"IdeaPad Gaming 3 i7-11370H 16GB 1TB HDD 256GB SSD 4GB TX3050 15.6"" FHD Freedos 82K101J2TX",1920 x 1080,Full HD (FHD),11370H,11. Nesil,Intel Core i7,4,Free Dos,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4060,DDR5,N/A,8 GB,Harici,144 Hz,2 Yıl,HP Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,5.0,N/A,IPS,,96 GB,DDR5,Çok Renkli,256 GB,1.9,VİCTUS 16 i7-13700H 96GB 256GB SSD RTX4060/8GB 144HZ 16.1'' FHD FDOS 8B5Y3EA & PER4 ÇANTA,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,20,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,+5,TR,IPS,,32 GB,DDR5,Gri,1 TB,3.8,"LOQ 83DX0093TR17 Ryzen7 8845HS 32GB 1TBSSD RTX4050 15.6"" FHD W11P Dizüstü Bilgisayar-CNT018",1920 x 1080,Full HD (FHD),8845HS,8. Nesil,AMD Ryzen 7,8,Windows,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4060,DDR5,N/A,8 GB,Harici,144 Hz,2 Yıl,HP Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,5.0,N/A,IPS,,96 GB,DDR5,Siyah,512 GB,1.9,VİCTUS 16 i7-13700H 96GB 512GB SSD RTX4060/8GB 144HZ 16.1'' FHD FDOS 8B5Y3EA & PER4 ÇANTA,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,20,Free Dos,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,N/A,4 GB ve altı,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,500 GB,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,N/A,N/A,IPS,,16 GB,DDR4,Gri,1 TB,N/A,"TUF Gaming F15 FX507ZC4-HN205A5 i5-12500H 16GB 512SSD+1TBSSD RTX3050 15.6"" FullHD FreeDOS Taşın",1920 x 1080,Full HD (FHD),12500H,12. Nesil,Intel Core i5,12+,Free Dos,N/A
N/A,HDMI - USB,2 - 4 kg,Yok,16 inç,Nvidia GeForce RTX3060,GDDR6,N/A,6 GB,Harici,165 Hz,2 Yıl,Lenovo Türkiye Garantili,HDD Yok,N/A,Q Türkçe (RGB Aydınlatmalı),Oyun,4.6,N/A,IPS,"46.699,22 TL",32 GB,DDR4,GRİ,512 GB,2.3,"Legion 5 Pro Intel Core I7 11800h 32gb 512gb Ssd Rtx3060 16"" Wqxga 165hz W11h 82jd002atx-01(OUTLET)",2560 x 1600,WQXGA,11800H,11. Nesil,Intel Core i7,8,Windows,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4060,DDR5,N/A,8 GB,Harici,144 Hz,2 Yıl,HP Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,5.0,N/A,IPS,,96 GB,DDR5,Siyah,256 GB,1.9,VİCTUS 16 i7-13700H 96GB 256GB SSD RTX4060/8GB 144HZ 16.1'' FHD W11H 8B5Y3EA & PER4 ÇANTA,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,20,Windows,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4060,DDR5,N/A,8 GB,Harici,144 Hz,2 Yıl,HP Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,5.0,N/A,IPS,,96 GB,DDR5,Siyah,1 TB,1.9,VİCTUS 16 i7-13700H 96GB 1TB SSD RTX4060/8GB 144HZ 16.1'' FHD FDOS 8B5Y3EA & PER4 ÇANTA,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,20,Free Dos,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4060,DDR5,N/A,8 GB,Harici,144 Hz,2 Yıl,HP Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,5.0,N/A,IPS,,96 GB,DDR5,Siyah,512 GB,1.9,VİCTUS 16 i7-13700H 96GB 512GB SSD RTX4060/8GB 144HZ 16.1'' FHD W11H 8B5Y3EA & PER4 ÇANTA,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,20,Windows,N/A
32 GB,USB,2 - 4 kg,Yok,18 inç,Nvidia GeForce RTX 4090,GDDR6,175W,16 GB,Harici,240 Hz,2 Yıl,Asus Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,N/A,N/A,IPS,155.499 TL,32 GB,DDR5,Koyu Gri,2 TB,N/A,Rog Strix Scar 18 G834jyr-n6100 Gaming I9 14900hx 32gb 2tb Ssd Rtx 4090 Dos 18 240hz Qhd Noteb,2560 x 1600,QHD+,14900HX,14. Nesil,Intel Core i9,24,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 2050,GDDR6,45W,4 GB ve altı,Harici,144 Hz,2 Yıl,Lenovo Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.2,N/A,IPS,23.615 TL,16 GB,DDR4,Siyah,256 GB,3.3,"Ideapad Gaming 3 AMD Ryzen 5 5500H 16GB 256 GB SSD RTX2050 W11HOME 15.6"" FHD 82K202BRTX-T16",1920 x 1080,Full HD (FHD),5500H,Belirtilmemiş,AMD Ryzen 5,4,Windows,N/A
N/A,Bluetooth,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,Paylaşımlı,Dahili,144 Hz,2 Yıl,HP Türkiye Garantili,HDD Yok,N/A,Q Türkçe (Aydınlatmalı),Oyun,N/A,N/A,IPS,42.990 TL,16 GB,DDR4,Renkli,512 GB,N/A,"Victus 15-Fa1042nt Core I5-13500h 16gb 512gb Ssd 6gb Rtx 4050 15.6"" W11 Performans Mavi 7p8m3ea",1920 x 1080,Full HD (FHD),13500H,13. Nesil,Intel Core i5,8,Windows,N/A
4 GB,USB,2 - 4 kg,Yok,18 inç,Nvidia GeForce RTX 4070,GDDR6,140W,8 GB,Harici,240 Hz,2 Yıl,Asus Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,N/A,N/A,IPS,124.950 TL,8 GB,DDR5,Koyu Gri,2 TB,N/A,"Rog Strix G18 I9 14900HX 8GB 2TB SSD RTX4070/8GB 18"" 240Hz FDOS G814JIRN6062-A3 &ANZARMouse",2560 x 1600,WQXGA,14900HX,14. Nesil,Intel Core i9,24,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,DDR4,N/A,8 GB,Harici,144 Hz,2 Yıl,Casper Türkiye Garantili,HDD Yok,N/A,Q Türkçe (RGB Aydınlatmalı),Oyun,4.9,N/A,IPS,47.699 TL,16 GB,DDR4,Siyah,500 GB,N/A,Excalibur G870.1362-BVB0X-B i7-13620H 16GB RAM 500GB NVMe SSD 8GB RTX4060 DOS GAMING LAPTOP,1920 x 1080,Full HD (FHD),13620H,13. Nesil,Intel Core i7,10,Free Dos,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4060,DDR5,N/A,8 GB,Harici,144 Hz,2 Yıl,HP Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,5.0,N/A,IPS,,96 GB,DDR5,Çok Renkli,256 GB,1.9,VİCTUS 16 i7-13700H 96GB 256GB SSD RTX4060/8GB 144HZ 16.1'' FHD W11PRO 8B5Y3EA & PER4 ÇANTA,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,20,Windows,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4060,DDR5,N/A,8 GB,Harici,144 Hz,2 Yıl,HP Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,5.0,N/A,IPS,,96 GB,DDR5,Siyah,1 TB,1.9,VİCTUS 16 i7-13700H 96GB 1TB SSD RTX4060/8GB 144HZ 16.1'' FHD W11H 8B5Y3EA & PER4 ÇANTA,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,20,Windows,N/A
N/A,USB - Bluetooth - HDMI,2 kg ve altı,Yok,"17,3 inç",Nvidia GeForce RTX 3070Ti,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q İngilizce,Oyun,N/A,N/A,IPS,"85.130,10 TL",32 GB,DDR5,Siyah,1 TB,5.1,Blade 17 İntel Core İ9-12900H DDR5 32GB 1TB SSD RTX3070Tİ 8GB W11H 17.3 144Hz UHD Gaming Bilgisayar,2560 x 1440,2.5K,12900H,12. Nesil,Intel Core i9,14,Windows,6 Saat ve Üstü
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"17,3 inç",Nvidia GeForce RTX 4070,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe (Aydınlatmalı),Oyun,5.0,N/A,IPS,,16 GB,DDR5,Siyah,512 GB,3.8,"Omen 17-DB0021N A44QSEA15 Ryzen7 8845HS 16GB 512SSD RTX4070 17.3"" FHD W11P Dizüstü Bilgisayar",1920 x 1080,Full HD (FHD),8845HS,8. Nesil,AMD Ryzen 7,8,Windows,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4060,DDR5,N/A,8 GB,Harici,144 Hz,2 Yıl,HP Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,5.0,N/A,IPS,,96 GB,DDR5,Siyah,2 TB,1.9,VİCTUS 16 i7-13700H 96GB 2TB Uyumlu SSD RTX4060/8GB 144HZ 16.1'' FHD FDOS 8B5Y3EA & PER4,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,20,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 2050,GDDR6,45W,4 GB ve altı,Harici,144 Hz,2 Yıl,Lenovo Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.2,N/A,IPS,24.614 TL,16 GB,DDR4,Siyah,512 GB,3.3,"Ideapad Gaming 3 AMD Ryzen 5 5500H 16GB 512 GB SSD RTX2050 W11HOME 15.6"" FHD 82K202BRTX-T17",1920 x 1080,Full HD (FHD),5500H,Belirtilmemiş,AMD Ryzen 5,4,Windows,N/A
64 GB,USB - Bluetooth - HDMI,Belirtilmemiş,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,N/A,N/A,TN,"48.210,50 TL",32 GB,DDR5,Siyah,512 GB,N/A,"CYBORG 15 i5 13420H 32GB 512GB SSD RTX4060 FDOS 15.6"" FHD 144Hz & Anzar Mouse A13VF1204XTRA14",1920 x 1080,Full HD (FHD),13420H,13. Nesil,Intel Core i5,8,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,N/A,6 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe (Aydınlatmalı),Oyun,4.4,N/A,IPS,31.879 TL,8 GB,DDR5,Gri,512 GB,1.8,"LOQ 83GS007VTR17 i5-12450HX 8GB 512SSD RTX3050 15.6"" FHD W11P Dizüstü Bilgisayar-CNT018",1920 x 1080,Full HD (FHD),Belirtilmemiş,12. Nesil,Intel Core i5,8,Windows,N/A
N/A,Bluetooth - USB,2 kg ve altı,Yok,"15,4 inç",Nvidia GeForce MX330,DDR5,N/A,4 GB ve altı,Harici,Belirtilmemiş,2 Yıl,İthalatçı Garantili,HDD Yok,N/A,Q İngilizce,Oyun,N/A,N/A,VA,"25.297,59 TL",8 GB,DDR4,Siyah,256 GB,N/A,B1500cepe-bq0726 I5-1135g7 8gb 256gb Notebook,1920 x 1080,Full HD (FHD),1135G7,11. Nesil,Intel Core i5,6,Free Dos,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4060,DDR5,N/A,8 GB,Harici,144 Hz,2 Yıl,HP Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,5.0,N/A,IPS,,96 GB,DDR5,Gri,2 TB,1.9,VİCTUS 16 i7-13700H 96GB 2TB SSD RTX4060/8GB 144HZ 16.1'' FHD W11H 8B5Y3EA & PER4 ÇANTA,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,20,Windows,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4060,DDR5,N/A,8 GB,Harici,144 Hz,2 Yıl,HP Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,5.0,N/A,IPS,,96 GB,DDR5,Siyah,1 TB,1.9,VİCTUS 16 i7-13700H 96GB 1TB SSD RTX4060/8GB 144HZ 16.1'' FHD W11PRO 8B5Y3EA & PER4 ÇANTA,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,20,Windows,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 2050,GDDR6,45W,4 GB ve altı,Harici,144 Hz,2 Yıl,Lenovo Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.2,N/A,IPS,24.714 TL,16 GB,DDR4,Siyah,512 GB,3.3,"Ideapad Gaming 3 AMD Ryzen 5 5500H 16GB 512 GB SSD RTX2050 W11PRO 15.6"" FHD 82K202BRTX-T21",1920 x 1080,Full HD (FHD),5500H,Belirtilmemiş,AMD Ryzen 5,4,Windows,N/A
N/A,Bluetooth - USB,2 - 4 kg,Yok,16 inç,Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Harici,165 Hz,2 Yıl,Asus Türkiye Garantili,HDD Yok,N/A,Q Türkçe,Oyun,4.9,N/A,IPS,"59.979,55 TL",16 GB,DDR5,Eclipse Gray,512 GB,2.6,Rog Strix G16 I7-13650hx 16gb 512gb Ssd 16'' Fhd+ Fdos Taşınabilir Bilgisayar G614ju-n3194,1920 x 1200,FHD+,13650HX,13. Nesil,Intel Core i7,14,Free Dos,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4070,GDDR6,N/A,8 GB,Harici,144 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,N/A,N/A,IPS,,64 GB,DDR5,Koyu mavi,1 TB,N/A,"Victus 16-R0007NT 7P6B3EA10 i7-13700H 64GB 1TBSSD RTX4070 16.1"" FullHD W11P Taşınabilir Bilgisaya",1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Windows,N/A
8 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 2050,GDDR6,N/A,4 GB ve altı,Harici,120 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe (Aydınlatmalı),Oyun,N/A,N/A,IPS,24.999 TL,8 GB,DDR5,Siyah,512 GB,N/A,"IdeaPad Gaming 3 82SB00SBTX Ryzen5 7535HS 8GB 512SSD RTX2050 15.6"" FullHD FreeDOS Taşınabilir",1920 x 1080,Full HD (FHD),7535HS,7. Nesil,AMD Ryzen 5,6,Free Dos,N/A
N/A,HDMI - USB,2 - 4 kg,Yok,18 inç,Nvidia GeForce RTX 4090,GDDR6,N/A,16 GB,Harici,240 Hz,2 Yıl,Resmi Distribütör Garantili,HDD Yok,N/A,Q Türkçe (RGB Aydınlatmalı),Oyun,N/A,N/A,IPS,155.489 TL,64 GB,DDR5,Siyah,512 GB,N/A,"ROG Strix SCAR 18 G834JY-N6041A1 i9-13980HX 64GB 512SSD RTX4090 18"" QHD+ FreeDOS Taşınabilir Bi",2560 x 1600,WQXGA,13980HX,13. Nesil,Intel Core i9,24,Free Dos,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,18 inç,Nvidia GeForce RTX 4090,GDDR6X,175W,16 GB,Harici,240 Hz,2 Yıl,Asus Türkiye Garantili,HDD Yok,N/A,Q Türkçe (RGB Aydınlatmalı),Oyun,+5,N/A,IPS,"237.533,90 TL",96 GB,DDR5,Siyah,8 TB,N/A,"Rog Strıx Scar G18 G834JY-N6041-14 İ9-13980HX 96GB 4TB+4TBSSD 16GB RTX4090 18"" Wqxga 240Hz FDOS",2560 x 1600,WQXGA,13980HX,13. Nesil,Intel Core i9,24,Free Dos,N/A
64 GB,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 2050,GDDR6,45W,4 GB ve altı,Harici,144 Hz,2 Yıl,Lenovo Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.2,N/A,IPS,22.966 TL,8 GB,DDR4,Siyah,256 GB,3.3,"Ideapad Gaming 3 AMD Ryzen 5 5500H 8GB 256 GB SSD RTX2050 W11HOME 15.6"" FHD 82K202BRTX-T4",1920 x 1080,Full HD (FHD),5500H,Belirtilmemiş,AMD Ryzen 5,4,Windows,N/A
N/A,HDMI - USB,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,N/A,6 GB,Harici,120 Hz,2 Yıl,Resmi Distribütör Garantili,500 GB,N/A,Q Türkçe (Aydınlatmalı),Oyun,N/A,N/A,Anti-Glare,,32 GB,DDR5,Gri,1 TB,N/A,"G15 5530 G155530005U07 i7-13650HX 32GB 512SSD+1TBSSD RTX3050 15.6"" FullHD FreeDOS Taşınabilir B",1920 x 1080,Full HD (FHD),13650HX,13. Nesil,Intel Core i7,14,Free Dos,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartı,Belirtilmemiş,N/A,Paylaşımlı,Dahili,Belirtilmemiş,2 Yıl,Lenovo Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Ofis - İş,5.0,N/A,IPS,23.999 TL,8 GB,DDR4,KOYU GRİ-SİYAH,256 GB,3.7,"V15 G4 Intel Core i7 1355U 8gb Ram 256gb Ssd Freedos 15.6"" Full HD Freedos Notebook",1920 x 1080,Full HD (FHD),1355U,13. Nesil,Intel Core i7,12+,Free Dos,N/A
32 GB,HDMI - USB,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,N/A,6 GB,Dahili,144 Hz,2 Yıl,Lenovo Türkiye Garantili,HDD Yok,N/A,Q Türkçe,Oyun,N/A,N/A,IPS,39.499 TL,8 GB,DDR5,Luna Gri,512 GB,N/A,LOQ 15IRX9 83DV00G7TR01 i7-13650HX 16G 512G SSD RTX4050 6G 15.6 FreeDos,1920 x 1080,Full HD (FHD),13650HX,13. Nesil,Intel Core i7,6,Free Dos,N/A
N/A,USB - Bluetooth - HDMI,2 - 4 kg,Yok,"17,3 inç",Nvidia GeForce RTX 4060,GDDR6,140W,8 GB,Harici,144 Hz,2 Yıl,Game Garaj Türkiye Garantili,HDD Yok,N/A,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,5.0,CN,IPS,"51.143,05 TL",32 GB,DDR5,Siyah,1 TB,3.7,"Slayer3 7xl-4060 V2 C2 Intel Core I7 13700h 32gb Ram 1tb Ssd Rtx4060 17.3"" Fhd 144hz Ips Bilgisayar",1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,3 Saat ve Altı
